,0,1,2,0_syllables,1_syllables,2_syllables,label
60106,i waited way too, long to see Black Panther cant,make that mistake twice,5,7,5,way
60123,Lou Good morning to, you wishing you the same of,course have a great day,5,7,5,morning
60123,Lou Good morning to, you wishing you the same of,course have a great day,5,7,5,day
60128,Eban I know you're, reading this just wanted to,say have a great day,5,7,5,day
60138,my boo thang taking, me to get flowers so we,can start a garden,5,7,5,garden
60153,Everyday I'm not, dead is a day closer to,a day where I am,5,7,5,day
60153,Everyday I'm not, dead is a day closer to,a day where I am,5,7,5,day
60153,Everyday I'm not, dead is a day closer to,a day where I am,5,7,6,day
60153,Everyday I'm not, dead is a day closer to,a day where I am,5,7,6,day
60154,i literally, slept all day today just so,i could stop thinking,4,7,5,day
60154,i literally, slept all day today just so,i could stop thinking,5,7,5,day
60161,Thank you Jesus for, letting me an my love ones,see another day,5,7,5,day
60192,Apparently I, am in fact straight time to get,they divorce papers,5,8,5,time
60192,Apparently I, am in fact straight time to get,they divorce papers,5,7,5,time
60196,Today hasn't been, my day is there a way I,can just delete it,5,7,5,day
60196,Today hasn't been, my day is there a way I,can just delete it,5,7,5,way
60199,Saw a dog peeing, on a bush today What a,planet we live on,5,7,5,dog
60210,julia Did you hear, what Princess Micheal of Kent,did the other day,5,7,5,day
60221,u decided to, drink tea in a parking lot,Unforgivable,5,7,5,tea
60230,My sister and I, just had a fight and now I'm,stuck at her house LOL,5,7,5,house
60237,If my hair doesn't, smell like fried kool aid for a,month it doesn't count,5,7,5,smell
60240,The wind begins to, howl and the ill tempered sea,denies us its eels,5,7,5,wind
60240,The wind begins to, howl and the ill tempered sea,denies us its eels,5,7,6,wind
60241,I wonder what it, would be like to wake up in,the morning feel like,5,7,5,morning
60242,wait what johnston did, you guys go to we had a,max of one snow day,5,7,5,day
60244,this smash commercial, meme will die out by the time,I go to bed bet,5,7,5,time
60257,I did spinning last, night and my ass is sore from,the seat on that bike,5,7,5,night
60259,I haven't had a, campaign in way too long and,its making me sad,5,7,5,way
60264,Just heard a certain, song today it took me back,down memory lane,5,7,5,song
60270,Everytime he said, he done with me he makes his,way right back to me,5,7,5,way
60281,If sausage dogs were, left out in the sun for too,long would they sizzle,5,7,5,sun
60282,my pinned reminds me, of bad boy era all the,time and i love it,5,7,5,time
60284,my hotel room is, now officially home of,the anti party,5,7,5,home
60285,Arguing wit two, people at the same time does,not bring good vibes lol,5,7,5,time
60287,Don't say anything, about it until you leave,and want to go home,5,7,5,home
60292,I just needed time, to clear my mind What I want,is already mine,5,7,5,time
60295,My tired popped on, the way to the auto shop,how's your day going,5,7,5,way
60295,My tired popped on, the way to the auto shop,how's your day going,5,7,5,day
60298,Having a great time, at the Washington Bridal,Extravaganza,5,7,5,time
60306,I think the saddest, day will be when i run out,of room for tattoos,5,7,5,day
60307,Ain't nobody pave, a way for me I had to,do this on my own,5,7,5,way
60309,Keep having dreams of, me getting distracted and,losing my way back,5,7,5,way
60311,Does anybody, know what bus goes all the way,from Akron to Bath,5,7,5,way
60312,Only thing keeping, me going is meeting my,niece nephew next year,5,7,5,year
60315,Remember to get, the videos to me by,the end of the month,5,7,5,end
60318,Nothin feels better, then being laid up after,a long day at work,5,7,5,day
60324,If you liked Amber, listen to Rub A Dub Chill,beach song you'll dig it,5,7,5,song
60328,I really miss my, nicknames the way he always,treated me Oh fuck,5,7,5,way
60334,So thankful that I, get to marry my best friend,in less than one year,5,7,5,year
60341,Can't remember the, last time Everton didn't,ruin my weekend,5,6,5,time
60341,Can't remember the, last time Everton didn't,ruin my weekend,5,7,5,time
60356,do a studio, recording of your cover,of all time low thanks,5,7,5,time
60358,I haven't seen all, the films from last year Forget,about this years crop,5,7,5,year
60360,Never expected, this shit but sometimes this is,the way that I live,5,7,5,way
60366,i be studying, two curriculums in my,head at the same time,5,7,5,time
60373,Everything I want, is miles away in a snow,covered little town,5,8,5,snow
60373,Everything I want, is miles away in a snow,covered little town,5,7,5,snow
60383,i'm so ready to, be back in the house so i,can have my own room,5,7,5,house
60388,jesus silas just, say you want to be a time,traveller and go,5,7,5,time
60393,honestly this is, the only japanese song,im listening to,5,7,4,song
60393,honestly this is, the only japanese song,im listening to,5,7,5,song
60396,I just need someone, to come here and lay up in,bed with me all day,5,7,5,day
60413,mitochondria, is the power house of the,cell mother fucker,5,7,5,house
60413,mitochondria, is the power house of the,cell mother fucker,5,7,5,mother
60415,Anarchy loves you, so much that he uses night,mode on this account,5,7,5,night
60417,Was possessed during, my night class today just a,casual Tuesday,5,7,4,night
60417,Was possessed during, my night class today just a,casual Tuesday,5,7,5,night
60421,Khalid just brings back, senior year memories and,I ain't complaining,5,7,5,year
60434,I have night blindness, My cones and rods are askew,and weed fixes it,5,7,5,night
60451,The older I get, the more and more I envy,the life of a cat,5,7,5,cat
60453,God Damn it Christian, next time pretend it's the Mets,you're playing against,5,7,5,time
60455,Even the silence, has a story to tell you,Just listen Listen,5,7,5,silence
60460,I just wanna stay, in the sun where I find I,know it's hard sometimes,5,7,5,sun
60463,If you're silent at, that point in time why do they,call it a hummer,5,7,5,time
60467,I like spring because, the scenery becomes full,of lovely colors,5,7,5,spring
60467,I like spring because, the scenery becomes full,of lovely colors,6,7,5,spring
60470,I really don't be, having time to go out and,what not anymore,5,7,5,time
60473,Everyone here keep, arguing like damn can we,have one day of peace,5,7,5,day
60503,I told my mother, I was hungry she told me,to drink an ensure,5,7,5,mother
60514,Excited for the, day I walk in a function,they playing my song,5,7,5,day
60514,Excited for the, day I walk in a function,they playing my song,5,7,5,song
60515,Im going to sleep, as soon as Im off it's not,a good day for me,5,7,5,day
60517,Don't plant a garden, of lies and be surprised when,bullshit starts to grow,5,7,5,garden
60519,Praying that the time, zone change will force me to be,a morning person,5,7,5,time
60519,Praying that the time, zone change will force me to be,a morning person,5,7,5,morning
60522,Stop wasting time on, things that have nothing to do,with your destiny,5,7,5,time
60525,Feeling a little, tired will probably go,to bed soon Long day,5,6,5,day
60525,Feeling a little, tired will probably go,to bed soon Long day,5,7,5,day
60531,May some magical, force somehow allows us to,win this one time please,5,8,5,time
60531,May some magical, force somehow allows us to,win this one time please,5,7,5,time
60546,piper I did it, recently for a year took,a lot out of me,5,7,5,year
60549,i picture eden, in my head and hope one day,i get to visit,5,7,5,day
60550,Good morning We are, headed out for a great day,of deliveries,5,7,4,morning
60550,Good morning We are, headed out for a great day,of deliveries,5,7,4,day
60550,Good morning We are, headed out for a great day,of deliveries,5,7,5,morning
60550,Good morning We are, headed out for a great day,of deliveries,5,7,5,day
60564,already canny, wait to come home from college,to watch killing eve,5,7,5,home
60574,Muslims blowing them, for the so called brother the,sky I am of a,5,7,5,sky
60574,Muslims blowing them, for the so called brother the,sky I am of a,5,7,6,sky
60580,The morning will come, soon After that I'll return,the full moon to you,5,7,5,morning
60580,The morning will come, soon After that I'll return,the full moon to you,5,7,5,moon
60585,The president has, his eyes closed is making him,feel some type of way,5,7,5,way
60587,I just want chicken, nuggets from Chick Fil A and,my mother said no,5,7,5,mother
60588,it's always a good, time to get ya walls beat down,and sprayed all over,5,7,5,time
60596,All I've done today, is sleep what a way to spend,my last day off work,5,7,5,way
60596,All I've done today, is sleep what a way to spend,my last day off work,5,7,5,day
60597,Septic Eye Any, games or movies you're looking,forward to this year,5,7,5,year
60608,I wanna play in, the rain so I can get sick,and stay home from work,5,7,5,rain
60608,I wanna play in, the rain so I can get sick,and stay home from work,5,7,5,home
60628,I know people say, not to stare but I love the,way sigh language looks,5,7,5,way
60631,watching coco as, if im watching it for the,first time im crying,5,7,5,time
60645,The power of youth, is on my mind Sunsets small,town I'm out of time,5,7,5,time
60662,God was warning me, now every morning I'm,checking for faces,5,6,5,morning
60662,God was warning me, now every morning I'm,checking for faces,5,7,5,morning
60663,I screen record way, more then I screen shot and I,I'm in love wit it,5,7,5,way
60670,I love my daughter, but I swear if she pees on,the floor one more time,5,7,5,time
60680,Absolute day light, robbery at Windsor Park,Go on Bosnia,5,7,5,day
60681,Sad muppet shame leave, her alone no man would give,her one any way,5,7,5,way
60685,All of been drinking, is water and milk since I've,got back from college,5,7,5,water
60695,we've travelled half way, to nova scotia in search,of a waffle house,5,7,5,way
60695,we've travelled half way, to nova scotia in search,of a waffle house,5,7,5,house
60698,Meanest headache soon, as i get home goin straight to,take my medicine,5,7,5,home
60706,So much mistakes in, one day I'm sorry guys and,sorry sad to you,5,7,5,day
60708,my only fallout, feeling is that i love take,me home country roads,5,7,5,home
60709,I never knew it, was going to end this way,Arsenal viva,5,7,5,way
60711,i was so tired, last night that even in my,dream i was sleeping,5,7,5,night
60713,Hate crying at night, cus the next morning my eyes,look like I got punched,5,9,5,night
60713,Hate crying at night, cus the next morning my eyes,look like I got punched,5,9,5,morning
60713,Hate crying at night, cus the next morning my eyes,look like I got punched,5,7,5,night
60713,Hate crying at night, cus the next morning my eyes,look like I got punched,5,7,5,morning
60715,Enjoying this snow, day with coconut water,out of a wine glass,5,7,5,snow
60715,Enjoying this snow, day with coconut water,out of a wine glass,5,7,5,day
60715,Enjoying this snow, day with coconut water,out of a wine glass,5,7,5,water
60723,U gotta be a, strange individual to,like the winter time,5,7,5,winter
60723,U gotta be a, strange individual to,like the winter time,5,7,5,time
60734,I'm very ready, for this month to be over,and it's the third day,5,7,5,day
60747,The rich cannot sleep, at night and the poor cannot,live during the day,5,7,5,night
60747,The rich cannot sleep, at night and the poor cannot,live during the day,5,7,5,day
60793,I never had a, new years resolution but,this year I have one,5,7,5,year
60795,Rare weapons huh I, wonder if they have rare tea,sets from other realms,5,7,5,tea
60797,Sun rising and full, moon setting coincided,this morn fantastic,5,7,5,moon
60813,Happy Birthday from, me and Jenny Hope you have,a lovely day x,5,7,5,day
60825,Every time I, threaten to quit they release,unlimited OT,4,7,5,time
60825,Every time I, threaten to quit they release,unlimited OT,4,7,6,time
60825,Every time I, threaten to quit they release,unlimited OT,5,7,5,time
60825,Every time I, threaten to quit they release,unlimited OT,5,7,6,time
60832,I definitely, woke up on the wrong side of,the bed this morning,5,7,5,morning
60833,y'all it's only time, to say I got trees in on,my Kobe's from here,5,7,5,time
60844,tomorrow's a new, day hopefully it'll be,a happier one,5,6,5,day
60844,tomorrow's a new, day hopefully it'll be,a happier one,5,7,5,day
60858,I'm finally at, home I can analyze the,video in peace,5,7,5,home
60862,I'm so over work, already I just wanna,go home to my bed,5,7,5,home
60872,The Titans have now, defeated both teams from the,Superbowl last year,5,7,5,year
60881,I get bored being, in one place for a certain,period of time,5,7,5,time
60886,I love doing drag, It forces me to wash my,face every night,5,7,4,night
60886,I love doing drag, It forces me to wash my,face every night,5,7,5,night
60888,when you already, really late so you just take,your time instead ME,5,7,5,time
60900,Thinking no shave for, entire year September,to next September,5,7,5,year
60902,Definitely need, to have this tape done well put,together by spring,5,7,5,spring
60902,Definitely need, to have this tape done well put,together by spring,5,7,6,spring
60907,Your name is pronounced, eye lee So is mine I love,the way you spell it,5,7,5,way
60921,Someday I'd love to, see Mono Lake in winter,Retirement goals,5,7,5,winter
60922,What am I supposed, to do when my only pal,falls asleep all day,5,7,5,day
60922,What am I supposed, to do when my only pal,falls asleep all day,6,7,5,day
60938,i swear every, other day someone in her,crew has a birthday,4,7,5,day
60938,i swear every, other day someone in her,crew has a birthday,5,7,5,day
60944,every time the, cowboys get a touchdown or,a win Cowboys fans,4,7,5,time
60944,every time the, cowboys get a touchdown or,a win Cowboys fans,5,7,5,time
60965,Wish I didn't have, to shave every day and,could grow out a beard,4,6,5,day
60965,Wish I didn't have, to shave every day and,could grow out a beard,4,7,5,day
60965,Wish I didn't have, to shave every day and,could grow out a beard,5,6,5,day
60965,Wish I didn't have, to shave every day and,could grow out a beard,5,7,5,day
60975,Okay remember, me is an emo song but,THIS IS ME WAS ROBBED,5,7,5,song
60983,Chubby cat left the, coziness of husband is,demanding my lap,5,7,5,cat
60984,Banana Pancakes, by Jack Johnson is the best,start to any day,5,7,5,day
60989,Brilliant night at the, office opening party,Thanks for the invite,5,7,5,night
60991,One day it'll all, catch up to me but until,then I'm livin' life,4,7,5,day
60991,One day it'll all, catch up to me but until,then I'm livin' life,5,7,5,day
60994,Seriously fuck, work today I just wanna,go home already,5,7,5,home
60995,I know I'm getting, old Last night I had a dream,about gas prices,5,7,5,night
61003,in the haunted house, of life art is the only,stair that doesn't creak,5,7,5,house
61005,going to sleep this, early on a Friday night,is a great feeling,5,7,5,night
61012,i haven't spent the, entire day in the house,this entire time,5,7,5,day
61012,i haven't spent the, entire day in the house,this entire time,5,7,5,house
61012,i haven't spent the, entire day in the house,this entire time,5,7,5,time
61013,Stop trying to vent, to friends all the time go see,professional help,4,7,5,time
61013,Stop trying to vent, to friends all the time go see,professional help,5,7,5,time
61014,Vanilla is my, favorite smell ever tho,like nothing beats that,5,6,5,smell
61014,Vanilla is my, favorite smell ever tho,like nothing beats that,5,7,5,smell
61016,I promise y'all if, The Spice Girls go on tour this,summer IM IN DEA,5,7,5,summer
61019,my mom is staying, home all day because I need,to borrow her card,5,7,5,home
61019,my mom is staying, home all day because I need,to borrow her card,5,7,5,day
61024,Not enough hours, in the day to fucking work,I want this shit now,4,7,5,day
61024,Not enough hours, in the day to fucking work,I want this shit now,5,7,5,day
61031,It sucks being up, at this time and not having,anyone to text,5,7,5,time
61032,His mother so trash, for that You can clearly tell,that hurt his feelings,5,7,5,mother
61034,Diana Ross at, The Abbey Chapel tonight,Missed her by one night,5,7,5,night
61035,Spent some time alone, to understand that soon you'll,run with better men,5,7,5,time
61049,happy birthday hope, you're having an amazing,day with your beloved,5,7,5,day
61049,happy birthday hope, you're having an amazing,day with your beloved,5,7,6,day
61052,Black Panther Soundtrack, should be nominated for,Album of the Year,5,7,5,year
61060,I wanna get out, of the house so bad but I,still feel like garbage,5,7,5,house
61061,It's national block, social media and wear,ear plugs to bed day,4,7,5,day
61061,It's national block, social media and wear,ear plugs to bed day,5,7,5,day
61063,Every time I, see you around I wish I,was new to this town,4,7,5,time
61063,Every time I, see you around I wish I,was new to this town,5,7,5,time
61081,Detroit's Mayor Mike, Duggan sworn in last night give,us your opinion,5,7,5,night
61081,Detroit's Mayor Mike, Duggan sworn in last night give,us your opinion,5,7,6,night
61094,Chelsea Manning is, a hero in the same way,that Shaun King is black,5,7,5,way
61099,If school isn't a, place to sleep Then home isn't,a place to study,5,7,5,home
61103,Mcdonald in the, time i wrestled a feral,meme to come film you,5,7,5,time
61110,The devil tried to, get me this morning Gotta,be quicker than that,5,7,5,morning
61113,I hate being mad, in the morning but people,are so damn stupid,5,7,5,morning
61115,don't go running back, to that negative waste of,time and useless things,5,7,5,time
61120,I was suppose to, do winter clothes shopping and,I came back with heels,5,7,5,winter
61129,Been looking for the, perfect braid style all day and,still I got nothing,5,7,5,day
61131,i wanna go home, and sleep and procrastinate,on all my projects,5,7,5,home
61137,I just want someone, to tell me it's okay to,feel the way I do,5,7,5,way
61140,A riddle Something, that lasts a long time but that,you use a lot of,5,7,5,time
61144,Knocking some work out, then resting today see you,guys tomorrow night,5,7,5,night
61158,hungry but do not, want to get out of bed a,winter break struggle,5,7,5,winter
61169,Please note anything, you tell your girl will be used,against you some day,5,7,5,day
61170,i'm enjoying my, alone time ion want no,one to bother me,5,7,5,time
61171,Goodnight to only, Demi Lovato I hope,she had a good night,5,7,5,night
61176,just get more storage, space on my toe when i was,cleaning the window,5,7,5,window
61187,this professor takes, this easy elective way,to seriously,5,7,5,way
61193,My mom wants grandkids, but I got a dog instead,you're welcome momma,5,7,5,dog
61202,i swear to fuCKING, GOD IM GONNA BE DEAD BY,THE END OF THE WEEK,5,7,5,end
61215,i love living on, my own but i also hate,being home alone,5,7,5,home
61217,lol I really ain't, do nun but work but it was,just a funny day,5,7,5,day
61224,im going to the, hospital im SCARED last time,i got lost like twice,5,7,5,time
61226,Worked mostly for the, day didn't really do much,Not a shabby day,5,6,5,day
61226,Worked mostly for the, day didn't really do much,Not a shabby day,5,6,5,day
61226,Worked mostly for the, day didn't really do much,Not a shabby day,5,7,5,day
61226,Worked mostly for the, day didn't really do much,Not a shabby day,5,7,5,day
61229,The met gala is, such an iconic day for,fashion I love it,5,7,5,day
61242,Good morning Oh it's, noon I haven't slept in that,late in a long time,5,7,5,morning
61242,Good morning Oh it's, noon I haven't slept in that,late in a long time,5,7,5,time
61248,My mission when I, come home this year is to not,make it to Lucy's,5,7,5,home
61248,My mission when I, come home this year is to not,make it to Lucy's,5,7,5,year
61261,All pissing in the, same pot lad Never gonna,grass one of their own,5,7,5,grass
61283,facts every house, should have an emergency,stash of pizza rolls,4,7,5,house
61283,facts every house, should have an emergency,stash of pizza rolls,5,7,5,house
61285,when the family, told me i have to clean the,whole house while they're gone,4,7,5,house
61285,when the family, told me i have to clean the,whole house while they're gone,5,7,5,house
61286,Grateful that some things, didn't work out the way I,once wanted them to,5,6,5,way
61286,Grateful that some things, didn't work out the way I,once wanted them to,5,7,5,way
61295,Happy valentines, everybody y'all enjoy,y'all day I'm bout to,5,7,5,day
61298,I decided to, start off my year a little,different this year,5,7,4,year
61298,I decided to, start off my year a little,different this year,5,7,4,year
61298,I decided to, start off my year a little,different this year,5,7,5,year
61298,I decided to, start off my year a little,different this year,5,7,5,year
61304,Happy Birthday Big, Head Hope you have a great day,Don't party too hard,5,7,5,day
61318,When I commit to, something I commit for a,long time I hate change,5,7,5,time
61323,time to resign from, your cabinet post Nothing,more needs to be said,5,6,5,time
61323,time to resign from, your cabinet post Nothing,more needs to be said,5,7,5,time
61325,Like I cried getting, dressed this morning and I felt,so god damn stupid,5,7,5,morning
61326,Every time I, drive it reminds me that I,need to get glasses,4,7,5,time
61326,Every time I, drive it reminds me that I,need to get glasses,5,7,5,time
61332,Simple gestures can, go a long way It really,is the little things,5,7,5,way
61336,I see why people, hunt illegally at night,That's when they be out,5,7,5,night
61340,I'm going Christmas, shopping early So I could,get this out the way,5,7,5,way
61361,Everybody yo, friend until it's time to go,out for your birthday,5,7,5,time
61369,y'all ever hear that, one song and it just brings all,the memories back,5,7,5,song
61392,The only thing that, made insidious scary,is the sound effects,5,7,5,sound
61397,Poetry is an, echo asking a shadow,to dance Carl Sandburg,5,7,5,shadow
61398,i wanna name my, dog doug so i can say hey,this is my dog doug,5,7,5,dog
61398,i wanna name my, dog doug so i can say hey,this is my dog doug,5,7,5,dog
61406,I hate ignorance, Biggest way for me to act,funny towards you,5,7,4,way
61406,I hate ignorance, Biggest way for me to act,funny towards you,5,7,5,way
61424,I'm gonna be home, next Tuesday because of my,nephews funeral,5,7,5,home
61425,No the child holding, to ball and kicking game is,not my idea,5,7,5,child
61430,If you really think, about it tea is really,just dirty water,5,7,5,water
61437,Keeping Putting the, work in and being there and,it will go your way,5,7,5,way
61438,I wonder if he, knows he's all I think about,at night Taylor Swift,5,7,5,night
61443,Practically won, the who look like my mother,challenge with my sis,4,7,5,mother
61443,Practically won, the who look like my mother,challenge with my sis,5,7,5,mother
61449,can be w, him all night and miss him soon,as i get to work,5,7,5,night
61477,Don't push me away, cause I'll leave nobody got,time for games we GROWN,5,7,5,time
61489,Having my way with, the money yeah that shit keep,coming and coming,5,7,5,way
61503,Winter storm watch up, for all of CT Saturday,night Sunday morning,5,7,5,storm
61503,Winter storm watch up, for all of CT Saturday,night Sunday morning,5,7,5,night
61503,Winter storm watch up, for all of CT Saturday,night Sunday morning,5,7,5,morning
61506,Every time I, see a red Kia Soul it,just reminds me of,4,7,5,time
61506,Every time I, see a red Kia Soul it,just reminds me of,5,7,5,time
61508,I just wanna lay, up eat dinner watch movies,with my boo all day,5,7,5,day
61532,Ugly crying my, eyes out at the end of Grave,of the Fireflies,5,7,5,end
61538,mayo is a dog, and not to be trusted he,hit me with a stick,5,7,5,dog
61542,I'm not trying to, brag but I didn't cry a,single time today,4,6,5,time
61542,I'm not trying to, brag but I didn't cry a,single time today,4,7,5,time
61542,I'm not trying to, brag but I didn't cry a,single time today,5,6,5,time
61542,I'm not trying to, brag but I didn't cry a,single time today,5,7,5,time
61543,crying myself to, sleep is not how I saw this,night ending at all,5,7,5,night
61547,I'm sorry I been, in hibernation brothers,our time is now,5,7,4,time
61547,I'm sorry I been, in hibernation brothers,our time is now,5,7,5,time
61553,wow post malone was, at LAX at the same time but,I left already,5,7,5,time
61577,Right Can someone make, me a calendar for the,events day by day,5,7,5,day
61577,Right Can someone make, me a calendar for the,events day by day,5,7,5,day
61578,FIND YOU SOMETHING TO, DO something I say all day,at work to clients,5,7,5,day
61586,Keep it a secret, that can be our business,it's better that way,5,6,5,way
61586,Keep it a secret, that can be our business,it's better that way,5,7,5,way
61588,i can't remember, the last time i did something,i didn't want to,5,7,4,time
61588,i can't remember, the last time i did something,i didn't want to,5,7,5,time
61603,Over two months of, morning sickness I thought it,was going away,5,7,5,morning
61615,Hope Rooney scores a, hat trick to make the start of,the year a great one,5,7,5,year
61617,Nothing like the fear, of checking your bank account,after a night out,5,7,5,night
61623,Every time i, get a good thing I fuck it,up I'm known for it,4,7,5,time
61623,Every time i, get a good thing I fuck it,up I'm known for it,5,7,5,time
61626,I wanna go home, bitch I been in the bathroom,crying all morning,5,7,5,home
61626,I wanna go home, bitch I been in the bathroom,crying all morning,5,7,5,morning
61663,Love isn't like a, potatoe you can't just throw,it out the window,5,7,5,window
61667,My mentors brought me, tea from London they know how,much I love my tea,5,7,5,tea
61667,My mentors brought me, tea from London they know how,much I love my tea,5,7,5,tea
61676,Relax The sun will, be out tomorrow It is,just one day away,5,7,5,sun
61676,Relax The sun will, be out tomorrow It is,just one day away,5,7,5,day
61683,i explained my pain, still got hurt that's why i act,the way i act now,5,7,5,way
61692,really poetic, of the school wifi not to,work my last night here,5,7,5,night
61697,Plans never work out, the way you think they're going,to Meredith Grey,5,7,5,way
61711,We can only hope, it's the last year several,of them were free men,5,6,5,year
61711,We can only hope, it's the last year several,of them were free men,5,7,5,year
61712,Actually got, up made coffee and did my,makeup this morning,3,7,5,morning
61712,Actually got, up made coffee and did my,makeup this morning,4,7,5,morning
61712,Actually got, up made coffee and did my,makeup this morning,5,7,5,morning
61721,I know Cynthia, is tired of seeing me,everyday all day,5,7,5,day
61728,Someone wanna tell, me why IT'S SNOWING IN THE,HIGH DESERT IN SPRING,5,7,5,spring
61728,Someone wanna tell, me why IT'S SNOWING IN THE,HIGH DESERT IN SPRING,5,7,6,spring
61735,There is nothing worse, than looting a house with just,Band Aids on ammo,5,7,5,house
61745,There's something calming, in making time to study,Is this growing up,5,7,5,time
61752,My broken veins say, that if my heart stops beating,we'll bleed the same way,5,7,5,way
61753,Big day ahead of, us tomorrow lemme go,to sleep Good night love,5,8,5,day
61753,Big day ahead of, us tomorrow lemme go,to sleep Good night love,5,8,5,night
61753,Big day ahead of, us tomorrow lemme go,to sleep Good night love,5,7,5,day
61753,Big day ahead of, us tomorrow lemme go,to sleep Good night love,5,7,5,night
61758,Lesson of the day, my food shop is not the best,time to listen to,5,7,5,day
61758,Lesson of the day, my food shop is not the best,time to listen to,5,7,5,time
61760,My gps just, took me the CRAZIEST way,ever oh my lord,5,7,5,way
61781,kinda wanna go, with unique kinda wanna,stay in bed all day,5,7,5,day
61810,You can't tolerate, less than everything that just,got my day started,5,7,5,day
61813,nothing in the world, makes me cringe harder than the,sound of poli sci,5,7,5,sound
61813,nothing in the world, makes me cringe harder than the,sound of poli sci,5,7,7,sound
61814,Reminder Christmas, is coming up and I am,the light of your life,5,8,5,light
61814,Reminder Christmas, is coming up and I am,the light of your life,5,7,5,light
61820,I believe that is, the sound that most dinosaurs,make naturally,5,7,4,sound
61820,I believe that is, the sound that most dinosaurs,make naturally,5,7,5,sound
61832,Motivation is, at an all time low in the,north building today,5,7,5,time
61833,im hearing gunshots, outside of my window and,i am very scared,5,7,5,window
61833,im hearing gunshots, outside of my window and,i am very scared,5,7,6,window
61835,I'm done with movie, characters trusting the wrong,person all the time,5,7,5,time
61842,If anyone needs, me I'll be pretending to,be rich for the night,5,7,5,night
61870,i about died the, first time I heard it since I,was driving to work,5,7,5,time
61875,Im ready for work, tomorrow like a kid on,the first day of school,5,7,5,day
61876,It's weekend so I'm, basically naked with a,cup of ginger tea,5,7,5,tea
61879,swear every time, i was my hair it turns a,different color,4,7,4,time
61879,swear every time, i was my hair it turns a,different color,4,7,5,time
61879,swear every time, i was my hair it turns a,different color,5,7,4,time
61879,swear every time, i was my hair it turns a,different color,5,7,5,time
61882,happy birthday you, little beauty have the best,day you deserve it,5,7,5,day
61883,Klopp using YouTube, compilations ending all,TOP REDS this evening,5,7,5,evening
61887,I never thought I'd, say this about winston but,I want to come home,5,7,5,home
61888,Yeah there are other, places to be that way not,a health fitness group,5,7,5,way
61891,still waiting for the, day when I can finally,say I'm here to stay,5,7,5,day
61898,A man who looses, the time now has to pay it,again in his life,5,7,5,time
61904,I just wanted to, start my day early and life,wasn't having it,5,7,5,day
61905,Couldn't have asked for, a better night spending time,with my family,5,7,4,night
61905,Couldn't have asked for, a better night spending time,with my family,5,7,4,time
61905,Couldn't have asked for, a better night spending time,with my family,5,7,5,night
61905,Couldn't have asked for, a better night spending time,with my family,5,7,5,time
61910,Today is not a, good day I just wanna go,home jump in my bed,5,7,5,day
61910,Today is not a, good day I just wanna go,home jump in my bed,5,7,5,home
61911,Putting it up for, a rainy day never know,what tomorrow brings,5,7,5,day
61921,Doing legs on rave, day probably isn't the,smartest idea,5,6,5,day
61921,Doing legs on rave, day probably isn't the,smartest idea,5,7,5,day
61922,today was really, a fun and relaxing day,i really need this,5,7,5,day
61929,Listening to the, tree where they strung up a man,they say murdered three,4,7,5,tree
61929,Listening to the, tree where they strung up a man,they say murdered three,5,7,5,tree
61933,Grabe ka poetic, ng The Garden of Words I,need time to reflect,5,7,5,time
61936,Not gonna lie when, the babe fell all the way down,the mountain I gasped,5,7,5,way
61949,Saturday morning, and I woke at seven Good,morning everyone,5,7,5,morning
61949,Saturday morning, and I woke at seven Good,morning everyone,5,7,5,morning
61952,i love working out, at night because i wake up,looking skinnier,5,7,5,night
61959,I'm excited for, this summer I need to spend,time in the real south,5,7,5,summer
61959,I'm excited for, this summer I need to spend,time in the real south,5,7,5,time
61966,Pearl Harbor sucked but, Flint hasn't had clean water,for the past four years,5,7,5,water
61982,Relaxing evening, with ma maw and her mate at,Joan Baez concert,5,7,5,evening
61989,Hope everyone has, a great time at the Senior,Ball tonight Be safe,5,7,5,time
62001,I'm ready to go, home but I'm not ready to,leave my family,5,7,4,home
62001,I'm ready to go, home but I'm not ready to,leave my family,5,7,5,home
62002,I wanna see a, smile of him every night,when I go to sleep,5,6,5,night
62002,I wanna see a, smile of him every night,when I go to sleep,5,7,5,night
62011,i hope people don't, wonder why i stay my ass,at home by myself,5,7,5,home
62012,the fact bugg only, moves around all night when her,daddy isn't here,5,7,5,night
62021,If you truly love, your sister you'll know what to,do when the time comes,5,7,5,time
62022,Honestly this was, me the very first time I,got my nails did lol,5,7,5,time
62023,Behind every, girl s favorite song is,an untold story,4,6,5,song
62023,Behind every, girl s favorite song is,an untold story,4,7,5,song
62023,Behind every, girl s favorite song is,an untold story,5,6,5,song
62023,Behind every, girl s favorite song is,an untold story,5,7,5,song
62038,Last minute change of, plans came to my Tampa home,not Orlando home,5,7,5,home
62038,Last minute change of, plans came to my Tampa home,not Orlando home,5,7,5,home
62039,Never give up for, that is just the place and time,that the tide will turn,5,7,5,time
62040,One way you shouldn't, greet me is with hey you look,tired Like fuck off,5,7,5,way
62045,I'd rather work day, to night everyday than go,to school tomorrow,5,7,5,day
62045,I'd rather work day, to night everyday than go,to school tomorrow,5,7,5,night
62046,How happy i am, if i receive a sorry,with the correct way,5,7,5,way
62046,How happy i am, if i receive a sorry,with the correct way,6,7,5,way
62052,Someone gimme the, gay update I don't have spare,Twitter sifting time,5,7,5,time
